date,url,title,contents,author
2016-04-22,https://blog.hubspot.com/marketing/brand-experience-survey,There's a Problem With Brand Identity: What Marketers Really Think About Brand Experience [Infographic],"Many organizations know that building a brand identity is critical for any business. That brand identity includes what your brand says and what its values are. But how many of these organizations actually deliver on their brand promise? he challenges, opportunities, and best practices for aligning brand promise and customer experience. Even though most organizations promote brand experience internally, they aren't delivering that brand promise to their customers. But the staff themselves aren't necessarily to blame: They also found that many senior leaders don’t appreciate the power of brand, and don't train folks to prioritize it.",Lindsay Kolowich
2016-04-21,https://blog.hubspot.com/marketing/trello-board-tips-for-teams,8 Creative Ways to Manage Your Tasks & Projects Effectively Using Trello Boards,"This is where tools like Trello come in. We've talked about Trello before, like   (see #3). And why shouldn't we? Here at HubSpot, all different teams have used it for years for everything from project management to our blog's editorial calendar. It's worked very well for us, and we want to share the love. There are a ton of different ways you and your team can use Trello for work, and what works for you may not work for others, and vice versa. That's why we've rounded up eight useful ways to organize your Trello board.  Trello is a well-known app that's especially good for tracking and visualizing progress. Using their card-based layout, you can create a card for every idea, blog posts, piece of a project, and so on. Then, within each of these cards, you can jot notes, assign them to others, organize them into categories or lists, create task lists and checklists within cards, color-code them, attach files ... the list goes on. While boards can be organized in many ways, here's an example of what one looks like: Once you click into one of those cards, you can label them, add a due date, add ""members"" to the card to assign tasks, and so on. Another great feature? The calendar. If you   (much like Labs in Gmail), then you'll be able to assign everything in a calendar view that makes organizing due dates much easier. (To learn more about Trello's capabilities, you can  .) For now, let's move on to some different ways you can structure your Trello board. There are  . If you tend to be a more visual person, Trello could be a great choice for you. Why? Because it lets you drag, drop, color-code, and manipulate to-do list items in a way that many of the other tools don't. For your day-to-day list items, you might keep different lists for projects assigned to you by different clients. Or, you could organize them based on priority, as in the example below: For all you bloggers out there, I use the drag-and-drop feature to track blog post ideas and progress. To do this, I named columns things like, ""Idea Backlog,"" ""In Queue,"" ""Research/Interview Stage,"" ""Draft in Progress,"" ""In Editorial,"" ""Scheduled,"" and ""Published."" (Okay fine, the real name of last column was ""DUNZO."" To each her own.) If you're hoping to access your to-do list from your mobile devices,   for iPhone, iPad, Android phones, tablets, watches, and Kindle Fire tablets. Trello markets itself as a collaboration tool -- and that's probably what it's best for. If you're managing a project, it's an awesome tool for organizing all the moving parts of a project, including people, due dates, and progress tracking. In Trello's extensive free product, you can invite as many people as you want to your board. To divvy up tasks, all you have to do is add members or drag-and-drop people to cards. Everyone can see the whole board, but folks who are added to cards will be notified of their assignment. You can also start discussions using comments and attachments within each card. So if you want to add a quick note (or a not-so-quick note), then you can write 'em in there -- and even mention another member to make sure they get notified. Add files by uploading them from your computer, Google Drive, Dropbox, Box, or OneDrive. Plus, Trello works in real-time -- so when someone moves a card, it'll move on your own board instantly. This means you never have to refresh your browser to see the latest updates. If the project's top secret, all you have to do is put the project's ""board"" on private. All the information and data you put on there is   -- and the folks at Trello keep encrypted, off-site backups of all the data in case something crazy happens. Once a project -- or even a week at work -- is finished, you and your team can always benefit from reflecting on what went well, what didn't go so well, and what you can do to improve the process going forward. This is sometimes called a ""retrospective."" It's all in the name of continuous improvement. While many people choose to take notes during these retrospective meetings using a good ol' whiteboard, Trello can actually be a great digital tool that'll eliminate the need to type up and send out disjointed notes later. It's also convenient for folks who have remote teams in different cities and time zones because it allows you to make the feedback visible to everyone, at any time. That's exactly why Mitchel Seaman used Trello for retrospective meetings for his remote team, which he wrote about  . His system involves voting: Throughout the week, members of the team can go into the board and post cards denoting what's going well and what's going poorly as it happens. Then, folks can go in and vote on things to talk about during a weekly retrospective meeting, discuss them, and keep track of action items. While Trello does have a voting feature (which you can enable by going to Menu > Power Ups > Voting), it requires people to click into a card, and then click the Vote button. To make it so folks don't have to click into a card, Seaman uses stickers instead -- which, he says, also makes it ""way more fun."" Before the meeting, whoever's running it will drag the top-voted items to the top of each list. During the meeting, each top-voted item is discussed one-by-one. Cards that are actionable can be moved to the ""Action Items"" column. That ""Action Items"" column never moves, and you can even assign people to it and give due dates. Once the meeting's over, the lists are archived and a new one is created for the coming week. (  Even when you archive a list, it's not gone forever. You can still search for items within it and retrieve entire old lists when you want to.) You can read the whole article  . Coming up with fresh, new ideas isn't easy. And even if you take the time to brainstorm, it can be tough to get started. Where do you begin? How do you create enough ideas? How do you sort the great from the good from the bad when you're done? Trello just so happens to be a great tool to help you brainstorm -- and then organize your ideas once the brainstorm is over. Using their card-based layout, you can create a card for every idea and even jot additional notes in there, attach files, and so on.  Once the brainstorm is over, you can color-code them based on priority, like using green for high priority, yellow for medium priority, and red for low priority. If you want to use that board to assign topics to content creators, you can add members to each card to assign it to them -- and attach due dates, too. Your blogging team could be one person, it could involve tens of contributors, or it could be somewhere in between. No matter how many people are writing for your blog, it's crucial to have an editorial calendar to keep track of which blog posts you plan to publish when.  In fact, here at HubSpot, we use Trello (among other tools, like   and  ) to organize our own blog's editorial calendar. And we aren't the only ones -- news sites like Mashable, ReadWrite, and The Changelog use Trello as an editorial calendar, too,  . You can create a Trello board for your editorial calendar in several ones. One way is to create columns based on a single post's progress, like in the example below: In this example, each card represents a single blog post, and you can move it along the progress bar by moving it from ""Article Ideas"" to ""Researching"" to ""On Hold"" to ""Writing"" to ""Editing and Graphics"" -- all the way to when it's published. While it's in progress, you can add notes into each card, assign writers by adding members, and so on, until it reaches that ""Published"" list. Another way to organize blog posts for your calendar is by creating columns based on post type. If this is the way you like to brainstorm your blog posts, you can simply brainstorm in the Trello board, assign writers and add notes as needed, and use the ""Calendar"" feature to plan out the actual editorial calendar. To add the ""Calendar"" feature, simply go to Menu > Power Ups > Enable Calendar. Once you've enabled the calendar, you can view it by clicking the ""Calendar"" link in the top right of your board. If you want to use an editorial calendar, but would rather not use Trello,  . A lot of moving parts go into launching a new marketing campaign, and usually, a lot of people are involved -- sometimes from different teams and even different time zones. If you're not totally organized for the launch, this means a lot of opportunities for things to slip through the cracks. Trello is really good for keeping track of all those moving parts for a launch. When you create a new board for your promotional plan, you can create lists to categorize each part of the plan. Then, you can put cards under those lists and fill them in with things like blog posts, kickback emails, creating click-to-tweets, and so on. You can label each of these cards ""Pre-Launch,"" ""Launch Day,"" or ""Post-Launch,"" add members, set due dates, and use the notes within each card to give details, update members of your team, start discussions, and so on. It's a great way to keep track of what's going out when, and who's responsible for it. If you've done user research before, you know that all those user interviews usually end up in a series of unorganized notes that are tedious to sift through, organize, and find patterns in later. One innovative way to organize these notes and find those patterns faster is by using Trello.  I can't take credit for this idea: I came across  , a product designer at Pivotal Labs. Ghent uses Trello to synthesize user research and minimize the time spent organizing Post-It notes onto a board. If you use Trello cards instead of Post-It notes, he says, you'll come out with a digital version of your user research that'll make skimming, referencing, and sharing your learnings later much easier. Here's what it looks like. (You can see the larger version by opening  .) The process starts with setting up a Trello board before your very first user interview. The first column will be your list of users, and you'll attach a specific color to each user. That color will be used to mark their comments throughout the board. Then, you'll label each column based on your area of focus. ""If it's an interaction test, each new column title can be 'Page X,'"" he writes. ""If you’re at more of a generative stage, then each column could be titled 'Stage X Behaviors,' and so on."" When you get into your interviews, you'll type notes directly into cards on the Trello board (under the right column if you can, although you can always do it later) -- with the right color label added to show which user said it. After each interview, you can sort your notes into the correct columns. As you do this with more and more interviews, you can start grouping commonalities by dragging the different cards into the same columns. ""You’ll start to see stacks of cards with multiple color labels show up in the same spot. Viola! Patterns."" You can read the whole article  . If your team operates using the sprint or Scrum philosophy, Trello is a pretty decent free option to help you and your team move through tasks more quickly with greater agility. ( .) To make Trello work for the Scrum, they create one board per client, which they share with that client. Then, they use the same, general framework to start off each project. The framework consists of six columns: ""Resources,"" ""Sprint Planning,"" ""Current Sprint,"" ""Blocked,"" ""QA,"" and ""Done.""  : What do each of these columns mean, exactly? Here's how they define it,  : Here's a video to show you what it looks like in action: They also share their Trello boards with their clients to hold themselves more accountable while  ""Together, Trello and the Scrum framework help our internet marketing agency stay organized, and provide a level of transparency and accountability to our clients that I haven’t seen anywhere,"" CEO Adam Steele  .",Lindsay Kolowich
2016-04-21,https://blog.hubspot.com/marketing/market-research-tools-resources,17 Tools & Resources for Conducting Market Research,"We are creatures of habit, especially when it comes to buying behavior. We know the location of our favorite products in the store, and we trust that they'll work year after year. In fact,    People don't like change. It's a battle to get someone to switch to an unknown brand. When a client wants to launch a new product, get into a different market, or open a new store location, the odds are stacked against him. Consider this:  In part, we can blame lack of research for why there are so many unsuccessful product launches and ill-conceived new feature additions. Founders and brand managers ""know"" it will be successful -- they run on their instincts, not the facts. (It was this instinct that led Clairol to release  , which some people thought was a breakfast food option.) Finding out if a product will be successful beyond the initial curiosity is just good business. With market research, you determine if the opportunity exists, how to position the product or service, or what consumers' opinions are after the launch.  If you're sensitive to the high costs of failure and need to gather facts and opinions to predict whether your new product, feature, or location will be successful, start by investing in market research using these tools and resources.    Sometimes you need a no-frills test to take the pulse of consumers.   allows you to add a question, grab a snippet of code, and pop it onto your website. The smiley face, ""meh"" face, and frown face make it easy for viewers to make a snap judgment. From economic conditions, to political attitudes, to social media usage,   has a ton of free research that you can use to better understand your target market. Best of all, the site has a sleek UI and interactive charts that reveal more granular data as you hover over certain elements.  is a real-time social media search engine that can help you understand what your prospective customers are buzzing about online. Search for a keyword, and Social Mention will show you recent social posts that contain that keyword, along with a list of related keywords and other insights. Want to see how website traffic varies by industry, or how effective advertising is in different regions around the world?   has got you covered. In addition to checking out our free research reports, you can use   to easily compile stats and charts into a customized slide deck.",Jami Oetting
2016-04-22,https://blog.hubspot.com/marketing/applying-gdd-to-ecommerce-websites,Applying Growth-Driven Design to Ecommerce Websites,"In order for an ecommerce site to be   it needs to contain consistently fresh, relevant, interesting and educational content that speaks directly to its customers and site visitors. Implementing Growth-Driven Design processes is an effective way to ensure that this always happens. Here are the basic steps to implementing GDD to your ecommerce website: Always start by setting S.M.A.R.T goals, developing complete buyer personas, and doing quantitative and qualitative research. Taking the time to properly lay down this groundwork will give you a realistic sense of what steps you need to take to create a top converting ecommerce site, and exactly who you need to be speaking to in order to increase traffic, drive conversions and ensure your success in the future. First, setting goals that are specific, measurable, attainable, relevant and time-bound (S.M.A.R.T) will ensure that you avoid generalizations and accurately measure your progress, keeping yourself accountable every step of the way. Instead of saying that your goal is, ""to generate more revenue"", set a more targeted goal like, ""to increase product conversions by 10% (from 50 per month to 55 per month) in the next 6 months."" That way, you'll be able to keep track of exactly how you are progressing and what else you need to do to reach your goal in a timely manner.   Similarly, doing the research and creating fully-developed buyer personas will allow you to accurately segment and target all of your marketing efforts, making sure that they reach the right people at the right time. Ultimately, your goal as an online retailer is to attract, convert, close and delight your site visitors, and in order to create content that accomplishes this task you need to know who they are, what motivates them to buy and what will get them interested.  Finally, getting feedback from your current customers and analyzing your current year-over-year metrics in terms of traffic, transactions, and conversion rates will guide your strategy moving forward and help you really keep track of your improvement over time. You’ll know where you’re at, who you are selling to, and where to focus your efforts in the future. With this information, you can start developing an informed and effective site, coming up with a global and page strategy that works to effectively attract, convert, close and delight your potential customers. Before you go headfirst into putting together a full website, GDD strategy suggests that you create a wishlist and Launch Pad site, always keeping the information that you discovered in the “Plan Ahead” section in mind. To create your wishlist, sit down with your team and write down all of your “a-ha” creative ideas and everything that will set you apart from your competition. If you were creating your dream ecommerce site, how would it look and what would it include? Maybe every product detail page would include a 360° image or the site would be fully integrated with all social media accounts. Clearly not all of these ideas will be implemented, but putting together this wishlist will help you develop your vision and a clear idea of what your “best website” would look like. Once you have your wishlist, do a 80/20 analysis on it, finding the top 20% of ideas that will have 80% of the impact. What are the “must-have” items on this list - what do your buyer personas want to see, and what will effectively turn them into delighted customers? This would include features like a user-friendly shopping cart and a well-designed product page. When considering these ""must-haves,"" it's helpful to think of your website as a store and try to make it as inviting as possible. What are the basics of any good store? At the very least, work to make sure that your top 80/20 list ideas work to optimize these essential ecommerce pages. Once you have this list whittled down, put together your Launch Pad website with these top must-have features. Think of the Launch Pad website as a starter site. It won’t be perfect, but it should be launched quickly so that you can start generating valuable feedback and revenue. With a starter site up, you can quickly start analyzing data and seeing what pages are working, what products your site visitors are interested in, and where you could be losing opportunities for conversions. Are your buyer personas accurate? Are you on a path to reach your S.M.A.R.T goals? Here is where you find out.  As you move forward, continue to analyze, develop and revise your site. Always keep track of your metrics, checking the effectiveness of your strategies and make any necessary changes along the way. Are site visitors bouncing on your homepage? What items on your product page are they most interested in? Are there certain blog post topics that get the most views? Staying on top of this kind of information and maintaining this dynamic relationship with your data, progress, and customers ensures that your marketing efforts are effective and that you maintain an up-to-date, successful site over time. As you analyze this data and continue to draw conclusions, make sure that you also publish all of your important findings in a central location that everyone in your company can see and take advantage of. This will not only provide a roadmap for future site changes and decisions, but also ensure that every branch of your team - development, sales, marketing, etc. - has all of the information that they need to effect positive change on your ecommerce site.   Say, for example, that the data shows that products with fun, conversational descriptions have the highest conversion rates. If this information is available for all to see, then the team can effectively and cohesively implement that language in email campaigns and throughout the site. The point, then, is to transfer all of the most impactful information that has been gathered to other parts of your site in order to see a marked positive change.  Looking at it more generally, then, applying GDD in this way and following these steps gives ecommerce retailers the edge that they need to create a successful site. It provides them with all of the tools that they need to take full control of their websites and its performance, ultimately creating the most high-converting, successful online presence possible. With traditional web design, this kind of precision and control is extremely difficult to achieve: without using live data and feedback to speak to their buyer personas and provide relevant content, online retailers just can't know what changes will be most effective and well-received long-term.  So, while GDD may seem like a time-consuming and complex process, its dynamic, data-driven approach ultimately makes it one the best, most effective marketing strategies out there.",Caroline Ruhland
2016-04-23,https://blog.hubspot.com/marketing/social-advertisement-sizes-facebook-twitter-linkedin,"The Ultimate Ad Dimension Cheat Sheet for Facebook, Twitter, LinkedIn & Other Social Networks [Infographic]","People remember what they see  . This is because we're able to comprehend visual information much more quickly than text. This means   is essential for social media success -- but it's even more important when you are running paid campaigns. Every dollar counts. Part of creating high-performing ads is making sure your images are the correct dimensions. With varying photo and image size requirements for each social media platform and fairly frequent updates of these sizes, it can be difficult to keep up-to-date.  To ensure you know the correct image dimensions for advertising on Facebook, Twitter, LinkedIn, and YouTube,  . The dimensions include both desktop and mobile image sizes. You're going to want to bookmark this as a reference for when you start your next campaign.",Jami Oetting
2016-04-25,https://blog.hubspot.com/marketing/why-how-where-our-time-gets-lost-at-work-infographic,Where Time Gets Lost at Work (And How to Get It Back) [Infographic],"We've all been there: heads down on an important project, cranking away, and then   . You fly into a meeting. And then  , you fly into another meeting. Your stomach grumbles. It's lunchtime. You decide to work at your desk so you can keep cranking on that project. But then  , there's a message from your manager. You have to drop everything and help put out a (digital) fire. By the time you get back to your important project, it's 6 p.m. and everyone is packing up to go home.",Erik Devaney
2016-04-25,https://blog.hubspot.com/marketing/why-we-need-sleep,Why Am I So Tired? A Deep Dive Into Our Need for Sleep,"When you nestle into your warm bed, shut your eyes, and slowly drift off to sleep ... do you think your mind and body are shutting down for the night? Not the case, my friend. While our bodies might remain (relatively) still when we sleep, our minds are hard at work. During these critical hours, a lot of that processing, restoration, and strengthening that's so important to our bodies and minds is taking place. It's crystal clear that we need sleep to live, period. Not only is getting fewer than six hours of sleep on a regular basis bad for your productivity, but it also affects your short- and long-term ability to think clearly. In some cases, sleep deprivation has even been   like depression, anxiety, obesity, diabetes, cardiovascular disease, Alzheimer’s, Woof. To help us understand how important sleep is,  . Sleepiness, like hunger, is a natural, protective mechanism, they say. It's a powerful message your body sends you to signal that bad things will happen if you don't hit the hay. While scientists know hunger fulfills our need for nutrients, growth, and tissue repair, it turns out   To this day, s But that doesn't mean those scientists don't have theories. In fact, there are some really interesting ideas out there for the function(s) that sleeping serves us -- some more plausible than others. To get a better understanding of why sleep is so important, let's dig in to the four most popular theories of why we need sleep. Of course, there are plenty of counterarguments to this theory. For example, isn't is safer to stay conscious -- even if you're lying awake in the dark -- so you can react to a potential threat? Some scientists pair this first theory with the next one on energy conservation. This is one of the most commonly cited theories on sleep function. As you might guess, this one is all about conserving energy -- and it's especially relevant in times when food is scarce.  to compare two animals: The theory states that Animal #2 is more likely to survive during times when food is scarce because they need (and use) less of it for energy. In other words, Animals #2 is trading time for energy:  It might be harder for us to imagine this now, living in societies where food sources tend to be readily available. But keep in mind that, relatively speaking, it hasn't been very long since humans were living in a constant state of food scarcity. In those situations, the competition for -- and use of -- our energy resources was (and still is)  in natural selection. It's a similar concept to hibernation, actually, where animals are inactive and have reduced metabolic rates. Of course, this theory relies on energy metabolism being a lot lower when we're asleep than when we're awake -- including when we're awake, but remaining quiet and still. So, is that true? , it   true to some degree: Energy metabolism is reduced during sleep by as much as 10% in humans, and even more in other species. But   that the amount of energy we  What ""things"" would your body need to restore? This is where the theories branch off into sub-theories. Some have to do with physical restoration, others with mental restoration. The list includes immune function restoration, muscle growth, tissue repair, protein synthesis, and hormone release. When it comes to immune function, for example, our bodies need to maintain a very careful balance of cells and immune responses in order to stay healthy.   that sleep-deprived animals eventually lost  of their immune function -- and died within just a few weeks.  that sleep is crucial for our cellular, organic, and systemic functions. For example, sleep deprivation makes our bodies synthesize protein slower, which can cause us to lose muscle and hinder muscle recovery after damage from exercise, injuries, and so on. You may have heard that sleep is good for cognition and memory. Specifically,   to help us retain memory:  by removing us from the constant disruptions we experience when we're awake. When we're awake, new situations and stimuli can prevent new memories from consolidating in our minds.  according to how important they are to us, and our expectations for remembering them.    Another one of the restorative theories is centered around a brain chemical called adenosine. Our cells release adenosine on a regular basis just by functioning normally. But, unlike chemicals like carbon dioxide, our bodies don't just get rid of adenosine. Instead, it builds up in our brains throughout the day -- and   to our increasing fatigue as the day goes on. Finally, we have the brain plasticity theory -- one of the more recent theories on why we sleep. ""Brain plasticity"" is the brain's ability to change its own structure and organization in response to changes within our bodies and in our environment -- and it plays a big role in our ability to learn new information and skills. Where does the need for sleep fit in? The theory suggests  Without adequate sleep, we have a hard time learning something new because our brain doesn't have the opportunity to review and ""absorb"" the new information. This is especially true when we're young.  , sleep plays a crucial role in the brain development of infants and young children. Y Sleep affects your physical well-being and your ability to learn new skills, absorb new information, and be the productive, happy, functioning person I'm guessing you'd like to be. For most adults, that means getting seven to eight solid hours of sleep every night. Here's the good news: If you find yourself in sleep debt, you   make it up.   followed a group of student volunteers who slept only four hours per night for six consecutive days. All of the changes they experienced during that period of sleep deprivation -- from high blood pressure to fewer antibodies to insulin resistance -- were reversed when the students made up the hours of sleep they’d lost. (You can learn more about the science of sleep and the five stages of our sleep cycles by  .)",Lindsay Kolowich
2016-04-25,https://blog.hubspot.com/marketing/the-ultimate-survival-guide-to-conferences,8 Top Tips to Survive Your Next Conference,,Daryn Smith
2016-04-26,https://blog.hubspot.com/marketing/generate-traffic-conversions-blog,How to Optimize Your Existing Blog Content for Traffic & Conversions [Live Google Hangout],that your blog could generate leads and traffic without you having to create new post every single time? Intrigued?,Christine White
2016-04-24,https://blog.hubspot.com/marketing/productivity-lessons-hubspot-dharmesh-shah,3 Productivity Lessons From HubSpot Co-Founder Dharmesh Shah,"Successful founders are productive. I'm not sure if they're successful because they’re productive, or if they forced themselves to become productive because they wanted to be successful. It's very much a chicken-or-egg question. But the fact remains that even though successful founders only have 24 hours in a day,   while the rest of us are doing … well, who knows what? (I’m still mourning the loss of scheduled naptime.)  is an example of one of those founders. Since he co-founded HubSpot almost 10 years ago, the business has grown from $0 to $181M in annual revenue. We employ over 1,100 employees and serve over 18,000 customers. Not too shabby. So last week, I asked him exactly how he approaches his work. Below are the three productivity tips he uses to get stuff done. Sleep Expert   that people regularly report working more hours than they actually do. We’re used to glorifying professionals who work a lot. That’s why people say, “I’ll sleep when I’m dead,” right? If you subscribe to this school of thought, I urge you to rethink it.  We all know from common sense and personal experience that when we’re tired, we can’t perform at our best. But science backs this tip up, too. , Drew Dawson and Kathryn Reid found that sleep deprivation has roughly the same effect on our performance as alcohol intoxication. If you’re sleeping fewer than six hours a night, you’ll experience the same effects   -- the legal limit for driving. You’ll never be at your best if you’re tired and distracted, so avoid overworking. It’ll pay off in the long run. “Don’t kid yourself that you can multitask -- you can’t,” Dharmesh said. “Task switching is cognitively expensive.” The human brain is only wired to focus on one thing at a time. So trying to complete multiple tasks simultaneously is not only ineffective, it’s actually bad for you.   that when adult participants in their study attempted to multitask, their IQ scores lowered to the average range you’d find in an eight-year-old child.  Instead, focus on one thing at a time -- especially when it’s something you have to get right. “Give yourself contiguous time to work on the important things,” Dharmesh suggests. It can be tempting to jump back and forth between projects -- as you see new emails and notifications come in, your instinct is to respond immediately. But the more you’re switching between tasks, the longer it will take you to complete everything. Shut off channels you’re not using at the moment to minimize distraction. This one’s actually two tips in one: Organize your day in chunks of tasks, and plan your days ahead of time. “I block out time on my calendar to do the things I need to do,” Dharmesh said. “Otherwise, my day gets fragmented. Fragmented days lead to fragmented weeks -- not good.” Depending on your job, planning can only take you so far. Surprises and shifts might just be part of your job. But if you can enter each day with a sense of your priorities, it’ll be easier for you to shift things around when last-minute changes do come up. Since you’re guaranteed to face interruptions in your day, make sure the time you can plan for is structured strategically. It takes an average of   after a distraction, so minimize your mental load by knocking out similar types of tasks one after the other.",Leslie Ye
2016-04-25,https://blog.hubspot.com/marketing/unstuck-career,How to Get Unstuck in Your Career,"“I feel stuck. Where should I go from here?” It’s not uncommon to feel like there’s no obvious next step in your career. It’s hard work to guide yourself, especially when you’re walking into the unknown. So what do you do when you feel stuck? Do you jump ship? Apply for a new role within your company? Or just stick it out?  In the right context, any of those options could work out just fine. But how do you know which direction is right for you? If you’re in marketing or a part of a big team, chances are you work with individuals with many different skill sets. Maybe you sit next to a woman named Tracie who’s a jane of all trades. It seems like there’s nothing she can’t do! Your other co-worker, Seth, might be the go-to-guy for all things analytics and reports. Sometimes he even holds team workshops on metrics and reporting tools. Despite their differences, both Tracie and Seth are most likely equally valued by the company. Their roles represent two common directions an employee might pursue in one’s career, depth and breadth, and both are excellent paths to get yourself unstuck. Ideally, most teams will have healthy mix of people pursuing both depth and breadth. People may also choose to switch between the two over time in order to have a wide skill set as well as a particular area of expertise. In the past, this has been referred to as a “T-shaped” person. To figure out what's right for your own career development, let’s dive into the values of each direction and how to know which could be right for you. If you want to figure out if finding depth is the right path for you, the first piece to consider is whether you’ve truly gotten all the developmental value you can out of the role you have today. This could be a hard question to ask, especially if you’re so burnt out it seems like there is nothing left to learn. That can be dangerous. In that case  Why is this so important? It’s really easy to mix up moments when you’re tapped out of learning, and moments when you’ve simply plateaued. In fact, they can often look exactly the same. Think about it: What makes a topic advanced? It’s not obvious. It’s difficult to understand. Very few people understand it. It takes serious skill, effort, and brainpower to acquire that advanced knowledge. And without a significant foundation, you wouldn’t have the opportunity to learn it. In other words, becoming “stuck” is an instance in which you’re actually approaching mastery. Seth Godin goes into this idea in  . The key point it shares is that as one progresses toward mastery, the individual often first hits a “dip,” or a point when continued learning now requires significant effort and time -- much more than it took to begin learning the skill in the first place. The reality check? This is the obstacle that’s in front of everyone who strives to move past general proficiency. It’s valuable to expect this dip, if only as a way to recognize the difference between a natural obstacle in your progression (when learning becomes more challenging) vs. a lack of learning opportunities overall. If you mistake the former for the latter, you could be keeping yourself from a valuable opportunity for advancement. The other piece that makes achieving mastery so challenging -- and thus so valuable -- is the fact that as you progress, there will be fewer and fewer people who can teach you and help you improve. You’re valued for the very fact that the level of mastery you possess is uncommon and rare. Now you are the one that can advise others. People will come to you to better understand this skill or learn it for the first time. If anyone needs an expert in this area, they will come to you. Another equally valuable path is pursuing breadth. By holding many different roles over time, you’ll get a wide context that serves as an investment for the long term. In fact, moving around horizontally could eventually become your strategy to move up. Think about it: Have you ever made a structure out of popsicle sticks -- perhaps in grade school or summer camp? Pretend you want to build a structure that can reach four or five feet high. What do you need to build first before you can start building up? A wide foundation. Take it back to marketing:   When you have experience doing many different pieces within your industry, you’ll be much more likely to understand how all the pieces fit together. That’s the type of context that supports a person in strategic decision making, program management, and more. Interested in going into management one day -- perhaps to lead a big team? It can be smart to hold off on management until you have that wide foundation. That wide context you get from having multiple roles might be extremely helpful in being able to manage and mentor people of various expertise down the line, as well as make it easier to move around within leadership roles long term. After all, it’s easy to train someone who has a job you once had. Sounds great? Before you act, let’s discuss the downside as well. When going for breadth, you risk walking away with shallow knowledge for each area. For example, it’s easy to get excited about the next thing before you’ve gained substantial knowledge in the role you have now.  Similarly, if you’re good at everything and great at nothing, you also may be missing out on an opportunity to differentiate yourself. It’s a good idea to pick one of your skills to be your top skill, and invest the most time in that area. If this feels like the right path for you, the best way to pursue breadth is through a corporate mobility program. It may be a formal program, or it may be casual. Either way, understand the process you should pursue to be considered for a new role on the team. Then, make yourself an obvious candidate. In other words, do your best to demonstrate some of the skills needed in the new role while in your current role. Evaluating an internal candidate is nearly exactly the same as an external candidate. The hiring manager needs to make the case that you will be a fit, so you need to give her a dozen reasons for why you are. So how can you get that early experience? Here are a few ideas: Regardless of your path, there’s always one element that’s going to be the biggest factor in your career no matter what you do: the unknown. You never know how your team or company will change over time, whether will it grow, shrink, or change priorities. You never know if there will one day be a new role you’ll go after that takes you in a new direction. You never know if one day you’ll fall in love with an area of expertise. As long as you stay in the driver’s seat of your own career, you’ll be able to roll with the punches and make the best decisions for you in the moment. Defining something as ambiguous as a career path means to pick the best path that works for you today.",Rebecca Corliss
